_id,State/UT Name,PC NO,PC NAME,TOTAL ELECTORS IN PC,AC NO,AC NAME,TOTAL ELECTORS IN AC,TOTAL VALID VOTES IN STATE,NOTA VOTES EVM IN AC,CANDIDATE NAME,PARTY,VOTES SECURED EVM
3605,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,KAMPA BORGOYARI,BOPF,20330
3606,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,GARJAN MASHAHARY,INC,20021
3607,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,JOYANTA BASUMATARY,UPPL,35173
3608,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,GAURI SANKAR SARANIA,AITC,6387
3609,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,BINITA DEKA,GNASURKP,3562
3610,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,LALIT PEGU,VPI,869
3611,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,AJOY NARZARY,IND,252
3612,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,JYOTISH KUMAR DAS,IND,434
3613,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,TRIPTINA RABHA,IND,359
3614,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,PANKAJ ISLARY,IND,399
3615,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,PRITHVIRAJ NARAYAN DEV MECH,IND,2403
3616,Assam,1,Kokrajhar,1494404,1,Gossaigaon,114508,19819569,830,RANJAY KR BRAHMA,IND,550
3617,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,KAMPA BORGOYARI,BOPF,31933
3618,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,GARJAN MASHAHARY,INC,6137
3619,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,JOYANTA BASUMATARY,UPPL,36490
3620,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,GAURI SANKAR SARANIA,AITC,2431
3621,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,BINITA DEKA,GNASURKP,5255
3622,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,LALIT PEGU,VPI,689
3623,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,AJOY NARZARY,IND,244
3624,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,JYOTISH KUMAR DAS,IND,334
3625,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,TRIPTINA RABHA,IND,281
3626,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,PANKAJ ISLARY,IND,322
3627,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,PRITHVIRAJ NARAYAN DEV MECH,IND,2548
3628,Assam,1,Kokrajhar,1494404,2,Dotma,106464,19819569,924,RANJAY KR BRAHMA,IND,589
3629,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,KAMPA BORGOYARI,BOPF,48207
3630,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,GARJAN MASHAHARY,INC,3345
3631,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,JOYANTA BASUMATARY,UPPL,46032
3632,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,GAURI SANKAR SARANIA,AITC,1722
3633,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,BINITA DEKA,GNASURKP,9094
3634,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,LALIT PEGU,VPI,563
3635,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,AJOY NARZARY,IND,409
3636,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,JYOTISH KUMAR DAS,IND,480
3637,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,TRIPTINA RABHA,IND,376
3638,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,PANKAJ ISLARY,IND,389
3639,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,PRITHVIRAJ NARAYAN DEV MECH,IND,3017
3640,Assam,1,Kokrajhar,1494404,3,Kokrajhar,143989,19819569,1345,RANJAY KR BRAHMA,IND,839
3641,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,KAMPA BORGOYARI,BOPF,48660
3642,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,GARJAN MASHAHARY,INC,12665
3643,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,JOYANTA BASUMATARY,UPPL,55015
3644,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,GAURI SANKAR SARANIA,AITC,1851
3645,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,BINITA DEKA,GNASURKP,6067
3646,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,LALIT PEGU,VPI,391
3647,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,AJOY NARZARY,IND,439
3648,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,JYOTISH KUMAR DAS,IND,568
3649,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,TRIPTINA RABHA,IND,389
3650,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,PANKAJ ISLARY,IND,461
3651,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,PRITHVIRAJ NARAYAN DEV MECH,IND,4366
3652,Assam,1,Kokrajhar,1494404,4,Baokhungri,161613,19819569,1550,RANJAY KR BRAHMA,IND,1072
3653,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,KAMPA BORGOYARI,BOPF,56840
3654,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,GARJAN MASHAHARY,INC,34108
3655,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,JOYANTA BASUMATARY,UPPL,47302
3656,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,GAURI SANKAR SARANIA,AITC,2748
3657,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,BINITA DEKA,GNASURKP,1770
3658,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,LALIT PEGU,VPI,505
3659,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,AJOY NARZARY,IND,355
3660,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,JYOTISH KUMAR DAS,IND,492
3661,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,TRIPTINA RABHA,IND,391
3662,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,PANKAJ ISLARY,IND,497
3663,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,PRITHVIRAJ NARAYAN DEV MECH,IND,3589
3664,Assam,1,Kokrajhar,1494404,5,Parbatjhora,169736,19819569,1418,RANJAY KR BRAHMA,IND,894
3665,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,KAMPA BORGOYARI,BOPF,67788
3666,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,GARJAN MASHAHARY,INC,11003
3667,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,JOYANTA BASUMATARY,UPPL,75317
3668,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,GAURI SANKAR SARANIA,AITC,2204
3669,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,BINITA DEKA,GNASURKP,8184
3670,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,LALIT PEGU,VPI,1280
3671,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,AJOY NARZARY,IND,535
3672,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,JYOTISH KUMAR DAS,IND,760
3673,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,TRIPTINA RABHA,IND,892
3674,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,PANKAJ ISLARY,IND,717
3675,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,PRITHVIRAJ NARAYAN DEV MECH,IND,5424
3676,Assam,1,Kokrajhar,1494404,19,Sidli Chirang,213378,19819569,2269,RANJAY KR BRAHMA,IND,1459
3677,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,KAMPA BORGOYARI,BOPF,47609
3678,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,GARJAN MASHAHARY,INC,10721
3679,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,JOYANTA BASUMATARY,UPPL,62763
3680,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,GAURI SANKAR SARANIA,AITC,2215
3681,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,BINITA DEKA,GNASURKP,21098
3682,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,LALIT PEGU,VPI,795
3683,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,AJOY NARZARY,IND,633
3684,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,JYOTISH KUMAR DAS,IND,762
3685,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,TRIPTINA RABHA,IND,581
3686,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,PANKAJ ISLARY,IND,614
3687,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,PRITHVIRAJ NARAYAN DEV MECH,IND,4295
3688,Assam,1,Kokrajhar,1494404,20,Bijni,180806,19819569,1681,RANJAY KR BRAHMA,IND,1134
3689,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,KAMPA BORGOYARI,BOPF,57927
3690,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,GARJAN MASHAHARY,INC,10143
3691,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,JOYANTA BASUMATARY,UPPL,68623
3692,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,GAURI SANKAR SARANIA,AITC,2127
3693,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,BINITA DEKA,GNASURKP,14206
3694,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,LALIT PEGU,VPI,1118
3695,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,AJOY NARZARY,IND,547
3696,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,JYOTISH KUMAR DAS,IND,916
3697,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,TRIPTINA RABHA,IND,697
3698,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,PANKAJ ISLARY,IND,508
3699,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,PRITHVIRAJ NARAYAN DEV MECH,IND,4341
3700,Assam,1,Kokrajhar,1494404,41,Manas,204258,19819569,1651,RANJAY KR BRAHMA,IND,1086
3701,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,KAMPA BORGOYARI,BOPF,53474
3702,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,GARJAN MASHAHARY,INC,4481
3703,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,JOYANTA BASUMATARY,UPPL,57966
3704,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,GAURI SANKAR SARANIA,AITC,1677
3705,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,BINITA DEKA,GNASURKP,24030
3706,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,LALIT PEGU,VPI,1681
3707,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,AJOY NARZARY,IND,618
3708,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,JYOTISH KUMAR DAS,IND,1198
3709,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,TRIPTINA RABHA,IND,459
3710,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,PANKAJ ISLARY,IND,566
3711,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,PRITHVIRAJ NARAYAN DEV MECH,IND,3653
3712,Assam,1,Kokrajhar,1494404,42,Baksa,199652,19819569,1994,RANJAY KR BRAHMA,IND,1159
3713,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,ZABED ISLAM,AGP,97833
3714,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,MOHAMMED BADRUDDIN AJMAL,AIUDF,11402
3715,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,RAKIBUL HUSSAIN,INC,68808
3716,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,S. M. JIAUL HAQUE,BGanP,663
3717,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,SURAT ZAMAN MONDAL,SUCI,161
3718,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,TAHIDUR RAHMAN,VPI,161
3719,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,RADHARANI BISWAS,HSP,543
3720,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,REJAUL KARIM,RPPRINAT,193
3721,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,SHUKUR ALI,AJM,321
3722,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,HAFIZ BURHANUDDIN,TNRMPI,783
3723,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,ALAKESH ROY,IND,471
3724,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,FARUK KHAN,IND,893
3725,Assam,2,Dhubri,2663987,6,Golakganj,204013,19819569,1624,BISWAJIT RAY,IND,805
3726,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,ZABED ISLAM,AGP,37563
3727,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,MOHAMMED BADRUDDIN AJMAL,AIUDF,39451
3728,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,RAKIBUL HUSSAIN,INC,191689
3729,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,S. M. JIAUL HAQUE,BGanP,1556
3730,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,SURAT ZAMAN MONDAL,SUCI,250
3731,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,TAHIDUR RAHMAN,VPI,442
3732,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,RADHARANI BISWAS,HSP,582
3733,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,REJAUL KARIM,RPPRINAT,317
3734,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,SHUKUR ALI,AJM,449
3735,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,HAFIZ BURHANUDDIN,TNRMPI,631
3736,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,ALAKESH ROY,IND,657
3737,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,FARUK KHAN,IND,1422
3738,Assam,2,Dhubri,2663987,7,Gauripur,295465,19819569,1718,BISWAJIT RAY,IND,787
3739,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,ZABED ISLAM,AGP,43393
3740,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,MOHAMMED BADRUDDIN AJMAL,AIUDF,35790
3741,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,RAKIBUL HUSSAIN,INC,125094
3742,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,S. M. JIAUL HAQUE,BGanP,917
3743,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,SURAT ZAMAN MONDAL,SUCI,171
3744,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,TAHIDUR RAHMAN,VPI,316
3745,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,RADHARANI BISWAS,HSP,418
3746,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,REJAUL KARIM,RPPRINAT,176
3747,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,SHUKUR ALI,AJM,287
3748,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,HAFIZ BURHANUDDIN,TNRMPI,390
3749,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,ALAKESH ROY,IND,426
3750,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,FARUK KHAN,IND,906
3751,Assam,2,Dhubri,2663987,8,Dhubri,227188,19819569,1377,BISWAJIT RAY,IND,511
3752,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,ZABED ISLAM,AGP,14484
3753,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,MOHAMMED BADRUDDIN AJMAL,AIUDF,66305
3754,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,RAKIBUL HUSSAIN,INC,163211
3755,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,S. M. JIAUL HAQUE,BGanP,1237
3756,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,SURAT ZAMAN MONDAL,SUCI,739
3757,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,TAHIDUR RAHMAN,VPI,639
3758,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,RADHARANI BISWAS,HSP,541
3759,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,REJAUL KARIM,RPPRINAT,309
3760,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,SHUKUR ALI,AJM,389
3761,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,HAFIZ BURHANUDDIN,TNRMPI,665
3762,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,ALAKESH ROY,IND,713
3763,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,FARUK KHAN,IND,1097
3764,Assam,2,Dhubri,2663987,9,Birsing-Jarua,269190,19819569,1366,BISWAJIT RAY,IND,730
3765,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,ZABED ISLAM,AGP,73948
3766,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,MOHAMMED BADRUDDIN AJMAL,AIUDF,13260
3767,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,RAKIBUL HUSSAIN,INC,78371
3768,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,S. M. JIAUL HAQUE,BGanP,676
3769,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,SURAT ZAMAN MONDAL,SUCI,204
3770,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,TAHIDUR RAHMAN,VPI,229
3771,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,RADHARANI BISWAS,HSP,524
3772,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,REJAUL KARIM,RPPRINAT,256
3773,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,SHUKUR ALI,AJM,421
3774,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,HAFIZ BURHANUDDIN,TNRMPI,495
3775,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,ALAKESH ROY,IND,392
3776,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,FARUK KHAN,IND,803
3777,Assam,2,Dhubri,2663987,10,Bilasipara,194478,19819569,1479,BISWAJIT RAY,IND,747
3778,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,ZABED ISLAM,AGP,63960
3779,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,MOHAMMED BADRUDDIN AJMAL,AIUDF,38446
3780,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,RAKIBUL HUSSAIN,INC,163792
3781,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,S. M. JIAUL HAQUE,BGanP,1205
3782,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,SURAT ZAMAN MONDAL,SUCI,692
3783,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,TAHIDUR RAHMAN,VPI,468
3784,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,RADHARANI BISWAS,HSP,497
3785,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,REJAUL KARIM,RPPRINAT,414
3786,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,SHUKUR ALI,AJM,540
3787,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,HAFIZ BURHANUDDIN,TNRMPI,1051
3788,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,ALAKESH ROY,IND,667
3789,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,FARUK KHAN,IND,1232
3790,Assam,2,Dhubri,2663987,11,Mankachar,299258,19819569,1583,BISWAJIT RAY,IND,873
3791,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,ZABED ISLAM,AGP,14819
3792,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,MOHAMMED BADRUDDIN AJMAL,AIUDF,56545
3793,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,RAKIBUL HUSSAIN,INC,137048
3794,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,S. M. JIAUL HAQUE,BGanP,1229
3795,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,SURAT ZAMAN MONDAL,SUCI,841
3796,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,TAHIDUR RAHMAN,VPI,654
3797,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,RADHARANI BISWAS,HSP,572
3798,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,REJAUL KARIM,RPPRINAT,344
3799,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,SHUKUR ALI,AJM,447
3800,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,HAFIZ BURHANUDDIN,TNRMPI,599
3801,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,ALAKESH ROY,IND,788
3802,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,FARUK KHAN,IND,979
3803,Assam,2,Dhubri,2663987,12,Jaleswar,231117,19819569,1161,BISWAJIT RAY,IND,678
3804,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,ZABED ISLAM,AGP,41691
3805,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,MOHAMMED BADRUDDIN AJMAL,AIUDF,25878
3806,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,RAKIBUL HUSSAIN,INC,126453
3807,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,S. M. JIAUL HAQUE,BGanP,1160
3808,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,SURAT ZAMAN MONDAL,SUCI,308
3809,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,TAHIDUR RAHMAN,VPI,531
3810,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,RADHARANI BISWAS,HSP,754
3811,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,REJAUL KARIM,RPPRINAT,538
3812,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,SHUKUR ALI,AJM,553
3813,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,HAFIZ BURHANUDDIN,TNRMPI,719
3814,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,ALAKESH ROY,IND,750
3815,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,FARUK KHAN,IND,959
3816,Assam,2,Dhubri,2663987,14,Goalpara East,220518,19819569,1468,BISWAJIT RAY,IND,763
3817,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,ZABED ISLAM,AGP,25298
3818,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,MOHAMMED BADRUDDIN AJMAL,AIUDF,48602
3819,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,RAKIBUL HUSSAIN,INC,120369
3820,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,S. M. JIAUL HAQUE,BGanP,895
3821,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,SURAT ZAMAN MONDAL,SUCI,165
3822,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,TAHIDUR RAHMAN,VPI,434
3823,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,RADHARANI BISWAS,HSP,469
3824,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,REJAUL KARIM,RPPRINAT,226
3825,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,SHUKUR ALI,AJM,350
3826,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,HAFIZ BURHANUDDIN,TNRMPI,425
3827,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,ALAKESH ROY,IND,607
3828,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,FARUK KHAN,IND,773
3829,Assam,2,Dhubri,2663987,17,Srijangram,218935,19819569,947,BISWAJIT RAY,IND,531
3830,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,ZABED ISLAM,AGP,12046
3831,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,MOHAMMED BADRUDDIN AJMAL,AIUDF,70152
3832,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,RAKIBUL HUSSAIN,INC,144773
3833,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,S. M. JIAUL HAQUE,BGanP,1102
3834,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,SURAT ZAMAN MONDAL,SUCI,211
3835,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,TAHIDUR RAHMAN,VPI,776
3836,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,RADHARANI BISWAS,HSP,626
3837,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,REJAUL KARIM,RPPRINAT,319
3838,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,SHUKUR ALI,AJM,452
3839,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,HAFIZ BURHANUDDIN,TNRMPI,573
3840,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,ALAKESH ROY,IND,747
3841,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,FARUK KHAN,IND,913
3842,Assam,2,Dhubri,2663987,22,Mandia,262564,19819569,1036,BISWAJIT RAY,IND,569
