_id,State/UT Name,PC NO,PC NAME,TOTAL ELECTORS IN PC,AC NO,AC NAME,TOTAL ELECTORS IN AC,TOTAL VALID VOTES IN STATE,NOTA VOTES EVM IN AC,CANDIDATE NAME,PARTY,VOTES SECURED EVM
39611,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,S. ARIVUDAINAMBI,ACDP,985
39612,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,THANKAR BACHAN,PMK,29803
39613,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,V. MANIVASAGAN,NTK,8610
39614,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,K. MAYAKRISHNAN,VTVTK,619
39615,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,THANGA MURUGAN,DMSK,186
39616,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,R. ANANDHI,IND,205
39617,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,S. RAJAMOHAN,IND,88
39618,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,R. RAJASEKAR,IND,91
39619,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,S. CHAKKARAVARTHY,IND,200
39620,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,R. SRINIVASAN,IND,240
39621,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,SU.VA. DHATSHANAMOORTHY,IND,547
39622,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,V. DAKSHANAAMURTHY,IND,209
39623,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,A. BALAJI,IND,946
39624,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,G. PICHAMUTHU,IND,401
39625,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,R. PRAKASH,IND,148
39626,Tamil Nadu,26,CUDDALORE,1413170,154,Panruti,249657,43206980,1147,S. RAMALINGAM,IND,624
39627,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,P. SIVAKOZHUNDU,DMDK,38643
39628,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,V.THANIGAISELVAN,BSP,448
39629,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,M.K. VISHNUPRASAD,INC,76762
39630,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,S. ARIVUDAINAMBI,ACDP,993
39631,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,THANKAR BACHAN,PMK,31396
39632,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,V. MANIVASAGAN,NTK,11515
39633,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,K. MAYAKRISHNAN,VTVTK,405
39634,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,THANGA MURUGAN,DMSK,138
39635,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,R. ANANDHI,IND,255
39636,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,S. RAJAMOHAN,IND,114
39637,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,R. RAJASEKAR,IND,84
39638,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,S. CHAKKARAVARTHY,IND,140
39639,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,R. SRINIVASAN,IND,154
39640,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,SU.VA. DHATSHANAMOORTHY,IND,348
39641,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,V. DAKSHANAAMURTHY,IND,330
39642,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,A. BALAJI,IND,712
39643,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,G. PICHAMUTHU,IND,307
39644,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,R. PRAKASH,IND,150
39645,Tamil Nadu,26,CUDDALORE,1413170,155,Cuddalore,241847,43206980,1829,S. RAMALINGAM,IND,473
39646,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,P. SIVAKOZHUNDU,DMDK,43244
39647,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,V.THANIGAISELVAN,BSP,653
39648,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,M.K. VISHNUPRASAD,INC,86835
39649,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,S. ARIVUDAINAMBI,ACDP,1137
39650,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,THANKAR BACHAN,PMK,42319
39651,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,V. MANIVASAGAN,NTK,9336
39652,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,K. MAYAKRISHNAN,VTVTK,665
39653,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,THANGA MURUGAN,DMSK,204
39654,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,R. ANANDHI,IND,210
39655,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,S. RAJAMOHAN,IND,109
39656,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,R. RAJASEKAR,IND,131
39657,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,S. CHAKKARAVARTHY,IND,321
39658,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,R. SRINIVASAN,IND,237
39659,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,SU.VA. DHATSHANAMOORTHY,IND,689
39660,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,V. DAKSHANAAMURTHY,IND,171
39661,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,A. BALAJI,IND,904
39662,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,G. PICHAMUTHU,IND,390
39663,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,R. PRAKASH,IND,111
39664,Tamil Nadu,26,CUDDALORE,1413170,156,Kurinjipadi,246707,43206980,1058,S. RAMALINGAM,IND,634
39665,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,KARTHIYAYINI P,BJP,28430
39666,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,CHANDRAHASAN M,ADMK,76610
39667,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,NEELAMEGAM K,BSP,702
39668,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,DHAMODHARAN S,NADLMMKLK,339
39669,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,THIRUMAAVALAVAN THOL,VCK,85495
39670,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,JANCIRANI R,NTK,13861
39671,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,ARCHUNAN M A T,IND,396
39672,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,ELAVARASAN C,IND,140
39673,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,CHINNADURAI A,IND,125
39674,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,TAMILVENDHAN P,IND,572
39675,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,PERUMAL S,IND,633
39676,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,RATHA G,IND,305
39677,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,RAJAMANICKAM C,IND,260
39678,Tamil Nadu,27,CHIDAMBARAM,1520970,148,Kunnam,273826,43206980,1880,VETTRIVEL G,IND,634
39679,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,KARTHIYAYINI P,BJP,22552
39680,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,CHANDRAHASAN M,ADMK,88632
39681,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,NEELAMEGAM K,BSP,865
39682,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,DHAMODHARAN S,NADLMMKLK,399
39683,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,THIRUMAAVALAVAN THOL,VCK,78793
39684,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,JANCIRANI R,NTK,15867
39685,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,ARCHUNAN M A T,IND,521
39686,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,ELAVARASAN C,IND,149
39687,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,CHINNADURAI A,IND,161
39688,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,TAMILVENDHAN P,IND,825
39689,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,PERUMAL S,IND,480
39690,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,RATHA G,IND,289
39691,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,RAJAMANICKAM C,IND,317
39692,Tamil Nadu,27,CHIDAMBARAM,1520970,149,Ariyalur,260417,43206980,1947,VETTRIVEL G,IND,538
39693,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,KARTHIYAYINI P,BJP,32119
39694,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,CHANDRAHASAN M,ADMK,77865
39695,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,NEELAMEGAM K,BSP,594
39696,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,DHAMODHARAN S,NADLMMKLK,304
39697,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,THIRUMAAVALAVAN THOL,VCK,76486
39698,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,JANCIRANI R,NTK,10953
39699,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,ARCHUNAN M A T,IND,310
39700,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,ELAVARASAN C,IND,104
39701,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,CHINNADURAI A,IND,128
39702,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,TAMILVENDHAN P,IND,543
39703,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,PERUMAL S,IND,354
39704,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,RATHA G,IND,265
39705,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,RAJAMANICKAM C,IND,188
39706,Tamil Nadu,27,CHIDAMBARAM,1520970,150,Jayankondam,258975,43206980,1605,VETTRIVEL G,IND,391
39707,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,KARTHIYAYINI P,BJP,26910
39708,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,CHANDRAHASAN M,ADMK,64385
39709,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,NEELAMEGAM K,BSP,438
39710,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,DHAMODHARAN S,NADLMMKLK,193
39711,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,THIRUMAAVALAVAN THOL,VCK,87150
39712,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,JANCIRANI R,NTK,7683
39713,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,ARCHUNAN M A T,IND,215
39714,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,ELAVARASAN C,IND,57
39715,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,CHINNADURAI A,IND,69
39716,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,TAMILVENDHAN P,IND,359
39717,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,PERUMAL S,IND,286
39718,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,RATHA G,IND,143
39719,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,RAJAMANICKAM C,IND,106
39720,Tamil Nadu,27,CHIDAMBARAM,1520970,157,Bhuvanagiri,251116,43206980,1081,VETTRIVEL G,IND,199
39721,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,KARTHIYAYINI P,BJP,32254
39722,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,CHANDRAHASAN M,ADMK,48441
39723,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,NEELAMEGAM K,BSP,294
39724,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,DHAMODHARAN S,NADLMMKLK,202
39725,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,THIRUMAAVALAVAN THOL,VCK,80922
39726,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,JANCIRANI R,NTK,9908
39727,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,ARCHUNAN M A T,IND,204
39728,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,ELAVARASAN C,IND,71
39729,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,CHINNADURAI A,IND,81
39730,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,TAMILVENDHAN P,IND,348
39731,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,PERUMAL S,IND,240
39732,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,RATHA G,IND,158
39733,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,RAJAMANICKAM C,IND,100
39734,Tamil Nadu,27,CHIDAMBARAM,1520970,158,Chidambaram,245639,43206980,1370,VETTRIVEL G,IND,133
39735,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,KARTHIYAYINI P,BJP,23849
39736,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,CHANDRAHASAN M,ADMK,43569
39737,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,NEELAMEGAM K,BSP,284
39738,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,DHAMODHARAN S,NADLMMKLK,191
39739,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,THIRUMAAVALAVAN THOL,VCK,93005
39740,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,JANCIRANI R,NTK,6844
39741,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,ARCHUNAN M A T,IND,187
39742,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,ELAVARASAN C,IND,63
39743,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,CHINNADURAI A,IND,64
39744,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,TAMILVENDHAN P,IND,396
39745,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,PERUMAL S,IND,238
39746,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,RATHA G,IND,113
39747,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,RAJAMANICKAM C,IND,97
39748,Tamil Nadu,27,CHIDAMBARAM,1520970,159,Kattumannarkoil,230997,43206980,748,VETTRIVEL G,IND,144
39749,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,ILANCHEZHIAN T,BSP,423
39750,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,SUDHA R,INC,81451
39751,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,BABU P,ADMK,45931
39752,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,KARTHICK A,SMKNK,657
39753,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,KALIYAMMAL P,NTK,22487
39754,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,NITHIYANANTHAM S,NADLMMKLK,112
39755,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,VEDARETHINAM S,AMGRDMK,130
39756,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,STALIN M K,PMK,23968
39757,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,SILAMBARASAN D,IND,152
39758,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,SRINIVASAN V,IND,51
39759,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,TIMOTHY T,IND,173
39760,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,DHAKSHINAMOORTHY M,IND,71
39761,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,NAGARAJAN K,IND,199
39762,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,PANDIYARAJAN S,IND,289
39763,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,BABU S,IND,324
39764,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,MANIMARAN T,IND,273
39765,Tamil Nadu,28,MAYILADUTHURAI,1546075,160,Sirkazhi,248510,43206980,1175,JAFARULLAH KHAN F,IND,144
39766,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,ILANCHEZHIAN T,BSP,379
39767,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,SUDHA R,INC,75020
39768,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,BABU P,ADMK,37569
39769,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,KARTHICK A,SMKNK,645
39770,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,KALIYAMMAL P,NTK,18146
39771,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,NITHIYANANTHAM S,NADLMMKLK,84
39772,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,VEDARETHINAM S,AMGRDMK,108
39773,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,STALIN M K,PMK,28195
39774,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,SILAMBARASAN D,IND,155
39775,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,SRINIVASAN V,IND,70
39776,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,TIMOTHY T,IND,145
39777,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,DHAKSHINAMOORTHY M,IND,71
39778,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,NAGARAJAN K,IND,190
39779,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,PANDIYARAJAN S,IND,143
39780,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,BABU S,IND,253
39781,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,MANIMARAN T,IND,307
39782,Tamil Nadu,28,MAYILADUTHURAI,1546075,161,Mayiladuthurai,235641,43206980,1244,JAFARULLAH KHAN F,IND,143
39783,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,ILANCHEZHIAN T,BSP,419
39784,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,SUDHA R,INC,87435
39785,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,BABU P,ADMK,56153
39786,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,KARTHICK A,SMKNK,659
39787,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,KALIYAMMAL P,NTK,24262
39788,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,NITHIYANANTHAM S,NADLMMKLK,120
39789,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,VEDARETHINAM S,AMGRDMK,104
39790,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,STALIN M K,PMK,22003
39791,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,SILAMBARASAN D,IND,139
39792,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,SRINIVASAN V,IND,54
39793,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,TIMOTHY T,IND,183
39794,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,DHAKSHINAMOORTHY M,IND,126
39795,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,NAGARAJAN K,IND,197
39796,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,PANDIYARAJAN S,IND,234
39797,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,BABU S,IND,314
39798,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,MANIMARAN T,IND,296
39799,Tamil Nadu,28,MAYILADUTHURAI,1546075,162,Poompuhar,270794,43206980,1206,JAFARULLAH KHAN F,IND,182
39800,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,ILANCHEZHIAN T,BSP,528
39801,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,SUDHA R,INC,86265
39802,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,BABU P,ADMK,37438
39803,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,KARTHICK A,SMKNK,716
39804,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,KALIYAMMAL P,NTK,17599
39805,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,NITHIYANANTHAM S,NADLMMKLK,135
39806,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,VEDARETHINAM S,AMGRDMK,146
39807,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,STALIN M K,PMK,38764
39808,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,SILAMBARASAN D,IND,204
39809,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,SRINIVASAN V,IND,72
39810,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,TIMOTHY T,IND,195
39811,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,DHAKSHINAMOORTHY M,IND,65
39812,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,NAGARAJAN K,IND,273
39813,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,PANDIYARAJAN S,IND,154
39814,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,BABU S,IND,309
39815,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,MANIMARAN T,IND,275
39816,Tamil Nadu,28,MAYILADUTHURAI,1546075,170,Thiruvidaimarudur,262789,43206980,1375,JAFARULLAH KHAN F,IND,231
39817,Tamil Nadu,28,MAYILADUTHURAI,1546075,171,Kumbakonam,267539,43206980,2121,ILANCHEZHIAN T,BSP,571
39818,Tamil Nadu,28,MAYILADUTHURAI,1546075,171,Kumbakonam,267539,43206980,2121,SUDHA R,INC,91538
39819,Tamil Nadu,28,MAYILADUTHURAI,1546075,171,Kumbakonam,267539,43206980,2121,BABU P,ADMK,32676
39820,Tamil Nadu,28,MAYILADUTHURAI,1546075,171,Kumbakonam,267539,43206980,2121,KARTHICK A,SMKNK,561
39821,Tamil Nadu,28,MAYILADUTHURAI,1546075,171,Kumbakonam,267539,43206980,2121,KALIYAMMAL P,NTK,19993
